     4.819,     48.897,    -50.960,     21.500,      0.290,    574.000,    150.000,    466.755,      0.000
     4.730,     49.845,    -52.125,     17.500,      0.290,    555.000,    148.000,    451.512,      0.000
     4.679,     50.086,    -50.055,     21.000,      0.260,    554.000,    144.000,    451.653,      0.000
     4.627,     51.682,    -51.143,     24.000,      0.040,     21.000,      9.000,      6.610,      0.000
     4.610,     49.429,    -51.564,     23.500,      0.020,     10.000,      4.000,      1.718,      0.000
     4.356,     49.464,    -51.294,     19.000,      0.020,     13.000,      3.000,      3.185,      0.000
     4.219,     50.434,    -50.674,     21.500,      0.020,     10.000,      3.000,      2.087,      0.000
     4.080,     49.607,    -51.404,     19.000,      0.190,    345.000,     82.000,    275.262,      0.000
     3.799,     49.361,    -51.813,     16.500,      0.030,     14.000,      4.000,      4.494,      0.000
     3.792,     50.508,    -51.694,     16.000,      0.030,     14.000,      3.000,      4.506,      0.000
     3.744,     49.429,    -51.594,     17.000,      0.060,     35.000,      7.000,     17.730,      0.000
     3.711,     50.719,    -51.783,     17.500,      0.030,     15.000,      4.000,      5.181,      0.000
     3.646,     49.817,    -51.005,     19.000,      0.040,     26.000,      8.000,     12.000,      0.000
     3.634,     49.657,    -51.175,     16.000,      0.040,     18.000,      5.000,      7.040,      0.000
     3.595,     49.817,    -50.965,     22.000,      0.060,     38.000,     11.000,     20.408,      0.000
     3.533,     51.827,    -51.191,     16.500,      0.040,     19.000,      6.000,      7.870,      0.000
     3.523,     51.502,    -51.006,     18.500,      0.050,     32.000,     10.000,     16.453,      0.000
     3.507,     50.619,    -51.563,     23.000,      0.020,      8.000,      3.000,      1.988,      0.000
     3.469,     49.960,    -51.495,     16.500,      0.040,     19.000,      6.000,      8.020,      0.000
     3.430,     50.539,    -51.574,     19.500,      0.030,     17.000,      5.000,      6.891,      0.000
     3.345,     50.868,    -51.932,     24.000,      0.030,     12.000,      1.000,      4.179,      0.000
     3.331,     51.043,    -51.791,     24.000,      0.030,     12.000,      2.000,      4.202,      0.000
     3.308,     49.734,    -51.645,     21.500,      0.060,     40.000,     14.000,     23.063,      0.000
     3.294,     50.886,    -52.062,     17.000,      0.060,     34.000,     10.000,     18.720,      0.000
     3.259,     50.850,    -51.852,     22.500,      0.020,      8.000,      1.000,      2.255,      0.000
     3.180,     51.648,    -51.544,     24.000,      0.020,      7.000,      1.000,      1.877,      0.000
     3.116,     50.994,    -51.781,     18.000,      0.040,     22.000,      5.000,     10.890,      0.000
     3.064,     49.452,    -50.994,     19.500,      0.030,     16.000,      2.000,      7.087,      0.000
     3.014,     51.051,    -52.151,     24.000,      0.080,     46.000,     15.000,     29.000,      0.000
     2.988,     51.397,    -51.757,     21.500,      0.050,     29.000,      7.000,     16.234,      0.000
     2.930,     49.509,    -51.644,     19.000,      0.020,      9.000,      2.000,      3.182,      0.000
     2.919,     49.896,    -51.485,     18.000,      0.050,     29.000,      8.000,     16.484,      0.000
     2.875,     50.201,    -51.605,     20.500,      0.020,      9.000,      2.000,      3.262,      0.000
     2.671,     50.817,    -51.822,     21.500,      0.040,     20.000,      7.000,     10.790,      0.000
