    37.500,    323.325,     -0.895,     19.000,      0.070,    572.000,    233.000,     61.189,      0.000
    37.500,    323.285,     -0.785,     20.500,      0.070,    570.000,    231.000,     61.281,      0.000
    37.500,    323.415,     -0.895,     24.000,      0.130,    755.000,    291.000,    124.321,      0.000
     6.272,    323.055,     -0.805,     19.000,      0.290,   1962.000,    290.000,   1697.769,      0.000
     5.184,    322.865,     -1.895,     24.000,      0.260,    583.000,    134.000,    467.218,      0.000
     4.731,    324.015,     -1.815,     17.500,      0.030,     27.000,      5.000,      9.630,      0.000
     4.581,    322.425,     -1.425,     21.000,      0.030,     30.000,      8.000,     11.773,      0.000
     4.561,    323.535,     -1.875,     16.000,      0.070,     92.000,     31.000,     55.418,      0.000
     4.391,    322.425,     -1.185,     22.500,      0.060,     61.000,     16.000,     33.300,      0.000
     4.276,    323.725,     -0.265,     21.500,      0.070,     82.000,     26.000,     49.643,      0.000
     4.237,    323.245,     -1.675,     18.000,      0.070,     79.000,     25.000,     47.591,      0.000
     4.197,    323.775,     -1.605,     17.500,      0.040,     37.000,      8.000,     17.430,      0.000
     4.133,    322.555,     -1.485,     23.500,      0.020,     13.000,      1.000,      3.487,      0.000
     4.112,    322.945,     -1.425,     17.500,      0.050,     55.000,     18.000,     30.359,      0.000
     3.958,    323.595,     -0.245,     23.000,      0.050,     41.000,     13.000,     21.062,      0.000
     3.816,    323.685,     -1.465,     24.000,      0.060,     49.000,     13.000,     27.405,      0.000
     3.800,    323.085,     -1.305,     16.500,      0.020,     17.000,      0.000,      6.117,      0.000
     3.649,    322.715,     -1.545,     19.000,      0.050,     51.000,     14.000,     29.688,      0.000
     3.523,    322.565,     -0.855,     16.500,      0.030,     23.000,      5.000,     10.406,      0.000
     3.501,    323.975,     -0.515,     20.500,      0.050,     51.000,     16.000,     30.422,      0.000
     3.495,    322.545,     -1.235,     17.500,      0.050,     48.000,     11.000,     28.188,      0.000
     3.489,    322.565,     -1.405,     22.000,      0.070,     76.000,     16.000,     50.041,      0.000
     3.486,    324.215,     -1.275,     21.500,      0.050,     45.000,     14.000,     25.984,      0.000
     3.424,    324.305,     -1.075,     21.000,      0.050,     50.000,     14.000,     30.047,      0.000
     3.414,    324.025,     -1.335,     18.500,      0.070,     87.000,     25.000,     59.474,      0.000
     3.312,    324.185,     -0.895,     20.000,      0.040,     36.000,      7.000,     20.100,      0.000
     3.281,    322.365,     -1.155,     17.000,      0.030,     22.000,      6.000,     10.423,      0.000
     3.280,    322.595,     -1.495,     17.000,      0.040,     35.000,     10.000,     19.500,      0.000
     3.208,    323.815,     -1.875,     24.000,      0.070,     56.000,     15.000,     35.831,      0.000
     3.155,    323.445,     -1.415,     23.000,      0.030,     19.000,      5.000,      8.792,      0.000
     3.147,    324.535,     -1.165,     19.000,      0.070,     84.000,     28.000,     58.922,      0.000
     2.974,    323.095,     -1.425,     24.000,      0.050,     34.000,      9.000,     19.984,      0.000
     2.898,    322.825,     -1.155,     17.000,      0.040,     33.000,      9.000,     19.540,      0.000
     2.230,    323.915,     -0.675,     20.000,      0.040,     35.000,      6.000,     23.960,      0.000
     1.937,    323.125,     -1.125,     23.000,      0.010,      4.000,      1.000,      1.647,      0.000
     1.872,    323.055,     -1.255,     21.000,      0.010,      4.000,      1.000,      1.716,      0.000
     1.822,    323.055,     -1.245,     20.000,      0.020,     12.000,      1.000,      7.250,      0.000
     1.279,    323.455,     -1.295,     20.000,      0.030,     22.000,      8.000,     17.117,      0.000
     1.149,    323.115,     -1.145,     22.500,      0.030,     20.000,      3.000,     15.879,      0.000
     0.860,    323.455,     -1.325,     19.500,      0.050,     51.000,      8.000,     45.734,      0.000
